"序号","时间戳","帧类型","帧格式","CAN类型","ID","状态","数据长度","数据内容"
"4768","11:12:24.799","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 20 84 18 10 21 1F"
"4769","11:12:24.809","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4770","11:12:24.809","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 24 84 28 11 21 1F"
"4771","11:12:24.809","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4772","11:12:24.809","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 27 84 18 12 21 1F"
"4773","11:12:24.809","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4774","11:12:24.809","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 2B 84 18 14 21 1F"
"4775","11:12:24.809","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4776","11:12:24.809","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 31 84 08 15 21 1F"
"4777","11:12:24.809","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4778","11:12:24.809","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 36 84 28 15 21 1F"
"4779","11:12:24.809","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4780","11:12:24.809","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 3A 84 38 14 21 1F"
"4781","11:12:24.809","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4782","11:12:24.820","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 3D 84 48 14 21 1F"
"4783","11:12:24.820","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4784","11:12:24.820","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 3E 84 48 14 21 1F"
"4785","11:12:24.820","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4786","11:12:24.820","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 41 84 38 13 21 1F"
"4787","11:12:24.820","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4788","11:12:24.820","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 46 84 58 12 21 1F"
"4789","11:12:24.820","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4790","11:12:24.820","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 4A 84 78 10 21 1F"
"4791","11:12:24.820","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4792","11:12:24.820","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 4D 84 68 0F 21 1F"
"4793","11:12:24.820","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4794","11:12:24.820","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 4E 84 68 0F 21 1F"
"4795","11:12:24.820","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4796","11:12:24.820","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 52 84 68 0F 21 1F"
"4797","11:12:24.820","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4798","11:12:24.820","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 55 84 38 10 21 1F"
"4799","11:12:24.820","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4800","11:12:24.820","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 59 84 48 11 21 1F"
"4801","11:12:24.831","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4802","11:12:24.831","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 5F 84 38 11 21 1F"
"4803","11:12:24.831","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4804","11:12:24.831","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 63 84 38 12 21 1F"
"4805","11:12:24.831","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4806","11:12:24.831","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 64 84 38 12 21 1F"
"4807","11:12:24.831","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4808","11:12:24.831","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 67 84 28 12 21 1F"
"4809","11:12:24.831","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4810","11:12:24.831","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 6A 84 28 13 21 1F"
"4811","11:12:24.831","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4812","11:12:24.831","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 6D 84 28 13 21 1F"
"4813","11:12:24.831","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4814","11:12:24.831","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 6E 84 28 13 21 1F"
"4815","11:12:24.831","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4816","11:12:24.831","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 71 84 28 13 21 1F"
"4817","11:12:24.841","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4818","11:12:24.841","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 75 84 08 13 21 1F"
"4819","11:12:24.841","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4820","11:12:24.841","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 78 84 38 14 21 1F"
"4821","11:12:24.841","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4822","11:12:24.841","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 7E 84 38 12 21 1F"
"4823","11:12:24.841","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4824","11:12:24.841","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 82 84 48 11 21 1F"
"4825","11:12:24.841","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4826","11:12:24.841","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 86 84 58 11 21 1F"
"4827","11:12:24.841","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4828","11:12:24.841","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 87 84 68 0F 21 1F"
"4829","11:12:24.841","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4830","11:12:24.841","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 8B 84 88 0E 21 1F"
"4831","11:12:24.841","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4832","11:12:24.841","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 8F 84 58 0D 21 1F"
"4833","11:12:24.841","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4834","11:12:24.841","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 92 84 78 0D 21 1F"
"4835","11:12:24.852","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4836","11:12:24.852","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 96 84 58 0D 21 1F"
"4837","11:12:24.852","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4838","11:12:24.852","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 99 84 48 0D 21 1F"
"4839","11:12:24.852","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4840","11:12:24.852","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 9A 84 48 0E 21 1F"
"4841","11:12:24.852","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4842","11:12:24.852","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 9E 84 38 0F 21 1F"
"4843","11:12:24.852","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4844","11:12:24.852","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 A0 84 38 10 21 1F"
"4845","11:12:24.852","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4846","11:12:24.852","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 A1 84 28 10 21 1F"
"4847","11:12:24.852","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4848","11:12:24.852","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 A5 84 28 11 21 1F"
"4849","11:12:24.852","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4850","11:12:24.852","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 A8 84 28 11 21 1F"
"4851","11:12:24.852","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4852","11:12:24.852","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 A9 84 18 12 21 1F"
"4853","11:12:24.852","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4854","11:12:24.852","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 AC 84 08 13 21 1F"
"4855","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4856","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 B1 84 18 15 21 1F"
"4857","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4858","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 B5 84 18 15 21 1F"
"4859","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4860","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 B6 84 18 15 21 1F"
"4861","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4862","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 B9 84 28 15 21 1F"
"4863","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4864","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 BD 84 28 15 21 1F"
"4865","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4866","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 C0 84 38 12 21 1F"
"4867","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4868","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 C4 84 48 12 21 1F"
"4869","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4870","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 C8 84 48 11 21 1F"
"4871","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4872","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 CD 84 58 11 21 1F"
"4873","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4874","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 D1 84 58 10 21 1F"
"4875","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4876","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 D3 84 58 10 21 1F"
"4877","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4878","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 D4 84 58 10 21 1F"
"4879","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4880","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 D8 84 58 0F 21 1F"
"4881","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4882","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 DC 84 48 0F 21 1F"
"4883","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4884","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 E0 84 28 0F 21 1F"
"4885","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4886","11:12:24.873","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 E4 84 28 10 21 1F"
"4887","11:12:24.873","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4888","11:12:24.884","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 E7 84 28 10 21 1F"
"4889","11:12:24.884","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4890","11:12:24.884","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 E7 84 28 10 21 1F"
"4891","11:12:24.884","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4892","11:12:24.884","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 EB 84 48 10 21 1F"
"4893","11:12:24.884","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4894","11:12:24.884","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 EF 84 38 0F 21 1F"
"4895","11:12:24.884","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4896","11:12:24.884","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 F2 84 38 10 21 1F"
"4897","11:12:24.884","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4898","11:12:24.884","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 F3 84 38 10 21 1F"
"4899","11:12:24.884","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4900","11:12:24.884","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 F7 84 28 10 21 1F"
"4901","11:12:24.884","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4902","11:12:24.884","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 F8 84 48 11 21 1F"
"4903","11:12:24.884","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4904","11:12:24.884","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 FC 84 28 10 21 1F"
"4905","11:12:24.884","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4906","11:12:24.884","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 FF 84 28 10 21 1F"
"4907","11:12:24.884","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4908","11:12:24.884","标准帧","数据帧","CAN","0x0","接收成功","8","11 C9 FF 84 38 10 21 1F"
"4909","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4910","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 03 84 58 11 21 1F"
"4911","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4912","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 07 84 38 0F 21 1F"
"4913","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4914","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 0C 84 38 10 21 1F"
"4915","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4916","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4917","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 10 84 38 10 21 1F"
"4918","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 10 84 38 10 21 1F"
"4919","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4920","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 14 84 48 10 21 1F"
"4921","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4922","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 20 84 48 10 21 1F"
"4923","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4924","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 23 84 18 10 21 1F"
"4925","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4926","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 24 84 08 11 21 1F"
"4927","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4928","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 27 84 08 13 21 1F"
"4929","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4930","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 2B 84 28 14 21 1F"
"4931","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4932","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 2F 84 28 12 21 1F"
"4933","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4934","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 34 84 48 13 21 1F"
"4935","11:12:24.905","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4936","11:12:24.905","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 37 84 28 12 21 1F"
"4937","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4938","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 39 84 38 12 21 1F"
"4939","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4940","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 3D 84 38 13 21 1F"
"4941","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4942","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 3E 84 28 13 21 1F"
"4943","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4944","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 41 84 38 13 21 1F"
"4945","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4946","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 42 84 38 13 21 1F"
"4947","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4948","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 46 84 38 13 21 1F"
"4949","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4950","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 4B 84 38 12 21 1F"
"4951","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4952","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 4F 84 48 12 21 1F"
"4953","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4954","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4955","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 52 84 38 12 21 1F"
"4956","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 53 84 48 12 21 1F"
"4957","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4958","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 56 84 48 11 21 1F"
"4959","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4960","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 5A 84 48 10 21 1F"
"4961","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4962","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 5E 84 38 0F 21 1F"
"4963","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4964","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 63 84 68 0F 21 1F"
"4965","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4966","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 67 84 58 0E 21 1F"
"4967","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4968","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 6A 84 58 0E 21 1F"
"4969","11:12:24.926","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4970","11:12:24.926","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 6E 84 48 0F 21 1F"
"4971","11:12:24.937","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4972","11:12:24.937","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 72 84 38 0E 21 1F"
"4973","11:12:24.937","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4974","11:12:24.937","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 75 84 48 0F 21 1F"
"4975","11:12:24.937","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4976","11:12:24.937","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 76 84 48 0F 21 1F"
"4977","11:12:24.937","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4978","11:12:24.937","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 7A 84 38 0F 21 1F"
"4979","11:12:24.937","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4980","11:12:24.937","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 7B 84 48 10 21 1F"
"4981","11:12:24.937","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4982","11:12:24.937","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 7E 84 28 10 21 1F"
"4983","11:12:24.937","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4984","11:12:24.937","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 82 84 38 11 21 1F"
"4985","11:12:24.937","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4986","11:12:24.937","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 85 84 08 12 21 1F"
"4987","11:12:24.937","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4988","11:12:24.937","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 88 84 18 14 21 1F"
"4989","11:12:24.947","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4990","11:12:24.947","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 8E 84 18 14 21 1F"
"4991","11:12:24.947","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4992","11:12:24.947","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 91 84 28 14 21 1F"
"4993","11:12:24.947","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4994","11:12:24.947","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 94 84 38 14 21 1F"
"4995","11:12:24.947","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4996","11:12:24.947","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 98 84 38 14 21 1F"
"4997","11:12:24.947","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"4998","11:12:24.947","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 99 84 38 14 21 1F"
"4999","11:12:24.947","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5000","11:12:24.947","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA 9D 84 68 13 21 1F"
"5001","11:12:24.947","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5002","11:12:24.947","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA A2 84 58 12 21 1F"
"5003","11:12:24.947","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5004","11:12:24.947","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA A6 84 78 10 21 1F"
"5005","11:12:24.958","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5006","11:12:24.958","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA AA 84 88 0F 21 1F"
"5007","11:12:24.958","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5008","11:12:24.958","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA AD 84 38 0F 21 1F"
"5009","11:12:24.958","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5010","11:12:24.958","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA B0 84 58 10 21 1F"
"5011","11:12:24.958","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5012","11:12:24.958","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA B3 84 38 0F 21 1F"
"5013","11:12:24.958","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5014","11:12:24.958","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA B7 84 48 0F 21 1F"
"5015","11:12:24.958","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5016","11:12:24.958","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA B8 84 48 0F 21 1F"
"5017","11:12:24.958","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5018","11:12:24.958","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA BC 84 28 11 21 1F"
"5019","11:12:24.958","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5020","11:12:24.958","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA C0 84 18 12 21 1F"
"5021","11:12:24.969","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5022","11:12:24.969","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA C3 84 18 12 21 1F"
"5023","11:12:24.969","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5024","11:12:24.969","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5025","11:12:24.969","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA C6 84 18 15 21 1F"
"5026","11:12:24.969","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA C6 84 18 15 21 1F"
"5027","11:12:24.969","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5028","11:12:24.969","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA CA 84 18 15 21 1F"
"5029","11:12:24.969","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5030","11:12:24.969","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA CF 84 18 14 21 1F"
"5031","11:12:24.969","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5032","11:12:24.969","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA D3 84 38 14 21 1F"
"5033","11:12:24.969","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5034","11:12:24.969","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA D4 84 38 14 21 1F"
"5035","11:12:24.969","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5036","11:12:24.969","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA D7 84 48 13 21 1F"
